address,label,total_lp_amount,total_usp_debt,usp_balance,total_balance
0xd84025fc0ac8adaafd21d877733428a48e271c8e,User,38639.68708878097,13837.67237483711,0.0,24802.014713943863
0x87246d341be37a9633072c633e40dc239d1a7a64,User,24400.082868220103,0.0,0.0,24400.082868220103
0xc27ccddcb96cd43dbc12cbf91a4bbfcd96277866,User,24000.121396,0.0,0.0,24000.121396
0xad1f1867ae1eb30f185e1be2c176ef4ad18dfcde,User,23848.121402798282,0.0,0.0,23848.121402798282
0x4c56f477bc79f79fe31ca2c339790657872a6227,User,21966.812549000002,0.0,0.0,21966.812549000002
0x63b81cd35307bf410b21300dad16af13a2da683f,User,20001.389030594273,0.0,0.0,20001.389030594273
0x06f26fcfa33488f77e76a40718bb96dd854bff21,User,48000.00690326429,29004.09931836695,0.0,18995.907584897344
0x320066cc5f495d484a6c62cd0e2140e8bc5179f1,User,18981.992694,0.0,0.0,18981.992694
0x2bcae12309f082d92fb0e90a4e91e781d63bb6d9,User,18101.738220206447,0.0,0.0,18101.738220206447
0x1aa5abfd850012297428b509fb84fcd9f9f995cb,User,167455.41444599998,150171.85187782865,0.0,17283.562568171328
0x2cf48f3be45d1786e74b88b7d33b0f6418df9ee2,User,16948.663054,0.0,0.0,16948.663054
0x652ad82d4ccba3b162094b7bee69436d36754317,User,16832.496996,0.0,0.0,16832.496996
0x3798cc666e5a9db0fc429105a65c8d6fc8c6d6ab,User,16020.187237000002,0.0,0.0,16020.187237000002
0x5747e45d4e0de63b650a2255161dc16a3d65cacf,User,15382.805165840962,0.0,0.0,15382.805165840962
0x7cd92c6a0d4fc995c258e3f7abb7a7dc176714bb,User,15299.432932,0.0,0.0,15299.432932
0x9fa933f60bcc5e63f75f210929839f91f55b919c,User,15196.798242420818,0.0,0.0,15196.798242420818
0x1494caac9b55395d25b36c613696447b8d265272,User,15002.196429,0.0,0.0,15002.196429
0x9658902337a7244a245abc3a3ddb0d09b6f7bb21,User,14619.234957,0.0,0.0,14619.234957
0xb2b194901208ab436bf236e6bb16eb7a0dbd287e,User,14545.836799502147,0.0,0.0,14545.836799502147
0x256e61d7948ebfa18a955e35982a3fa57c9a8f59,User,14202.879695,0.0,0.0,14202.879695
0x2e3013f0aa7fd0aca874aaae03c93f56c68c0cd0,User,13870.444549449207,0.0,0.0,13870.444549449207
0xed6e3689a2c4050aa1817385bc9c20735216bf63,User,13843.018815141158,0.0,0.0,13843.018815141158
0x04ce8d013e5b4f9e17559e4fd58e912cda8a967e,User,13746.742867,0.0,0.0,13746.742867
0x7495e84fa5343fe83cc7d39df2d1152c53d2f294,User,24045.9972097457,10425.512583652082,0.0,13620.484626093617
0x8d41c51ba3b4f09ddc329c9d09d24379b863dfc8,User,13468.16635424981,0.0,0.0,13468.16635424981
0x2e15b5952efcb163ed4730a6f051f7305748a475,User,13374.720543118423,0.0,0.0,13374.720543118423
0x37e519928ba0237c8c3cfacc417d8d9699849872,User,12886.55983,0.0,0.0,12886.55983
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,User,172880.05492999998,160021.6897456905,0.0,12858.365184309485
0x9dd4628aac587505bf28ee34f5a7a07a321566f8,User,20768.12694884918,8619.136881211816,0.0,12148.990067637365
0xbe9e8ec25866b21ba34e97b9393bcabbcb4a5c86,User,12050.254441766694,0.0,0.0,12050.254441766694
0x7a8e84f2fb42b1dedfaebf0aacc5f72da8d493ec,User,12017.861352,0.0,0.0,12017.861352
0x5f981f917fdc4e085c05d2530556b10cd77a853a,User,46883.96123,35465.00602564993,0.0,11418.955204350073
0xee267eeb1b28eb7d9d08eddfe843d0fa30c0c3bb,User,11275.83343752565,0.0,0.0,11275.83343752565
0x457dff20562a766c7f60148535e17ea11f2e7085,User,62038.58117040222,50788.56912436663,1.1593952449702136,11251.17144128056
0x4e0076f8724eacf7cda5a80491089f699269b6f0,User,11242.487618694478,0.0,0.0,11242.487618694478
0x7440e1407f95f33206fb72464a63cd54b2ee6282,User,10902.092996,0.0,0.0,10902.092996
0x9039b05f0a4562dfb759685d7d14f27cb371160f,User,10558.247486801636,0.0,0.0,10558.247486801636
0x08bc1201081ca65e0c5207795bd3995dc1fd3ac6,User,10500.524165,0.0,0.0,10500.524165
0xac8b275b9ce0fee06abfb98ef20471a9e9da56c4,User,10265.01362,0.0,0.0,10265.01362
0x0d7afab4d971a60587affc2be1957c78276ca789,User,10013.325028453937,0.0,0.0,10013.325028453937
0x0aa875f754dd657a3a15419cabbfb25a4ad11070,User,10000.000644,0.0,0.0,10000.000644
0x9e406b2c2021966f3983e899643609c45e3bbffe,User,9999.816977,0.0,0.0,9999.816977
0x938ba6872b9e5d00076b8dbd7dc23360daceb94d,User,9999.802075955218,0.0,0.0,9999.802075955218
0x3a2434c698f8d79af1f5a9e43013157ca8b11a66,User,17977.689334982446,7979.031935721407,0.0,9998.65739926104
0xf7434638a7d52e44859a55fcf7c13dc9ddc4b140,User,18742.758889999997,8785.194397114672,0.0,9957.564492885325
0xc726279ac7d6f272c75fb07d795ec5f69797c520,User,9537.377657081608,0.0,0.0,9537.377657081608
0xd68e904d9969346b3f94deed201a3b8710e81371,User,9044.406301,0.0,0.0,9044.406301
0xe553d98a9d6316ac80ebb412276066f980abe52a,User,14000.924069,5000.272632753014,0.0,9000.651436246986
0x659264c2f690edc818a39b3ef350192ce65d0822,User,109998.201443,101010.2485501015,0.0,8987.952892898495
0x0f295e543e3c2d3578f276a780fd0ecf015a3d23,User,8816.976829,0.0,0.0,8816.976829
0x9196dfc55db72066b6b3903358931a995b0beda2,User,8790.314587798772,0.0,0.0,8790.314587798772
0x03fb64dd43be20af0d1b774b722bd23a68178d02,User,8680.281527,0.0,0.0,8680.281527
0x2b8d25409756be0d700acf28ab01306d344ba044,User,8266.268964255105,0.0,0.0,8266.268964255105
0x996f7c241007dceea584ae035a45cb6b98e8974c,User,14676.364112527272,6677.541814249279,0.0,7998.822298277993
0xd346b3ae2c609715dc734e782ab79e5e822a05c9,User,7960.847625999999,0.0,0.0,7960.847625999999
0xcb80950373226bb24fc4022c15338b8326f0e37f,User,7845.299179,0.0,0.0,7845.299179
0xab18611792c38078916757997ec1863a4742c10d,User,7675.154780241319,0.0,0.0,7675.154780241319
0x098a02e5576a7b16450e45be68a629947403a17f,User,7644.672675261513,0.0,0.0,7644.672675261513
0x96f2b512934d5d5a5c16ee564109d49889dc9202,User,13353.753598,5854.359154393847,0.0,7499.394443606152
0x370d72bd11ecbc9535d07c0ca969ccb6b2485f2a,User,87873.90500099999,80622.25511048854,0.0,7251.649890511457
0x2970f4ad9af5b7b77ddc49a30c35ccef395a01ab,User,11942.16564,4731.580713088997,0.0,7210.584926911002
0x52e49872153fb72f96a0e4a04356d06d5b4aacd8,User,13912.719246,6707.763903901482,0.0,7204.9553420985185
0x76cb177a51050f24f02141268d2ce50e74302c8d,User,7066.993600953145,0.0,0.0,7066.993600953145
0xfb95647a603cdfb097cd8e73e95754773030a227,User,7043.0104790000005,0.0,0.0,7043.0104790000005
0x5b89d2367d2c5a364f40cc5f3076d7341829e2bd,User,7024.147150000001,0.0,0.0,7024.147150000001
0x6cc0b1ecf2dfa5affd816b2f4894e18b10071d16,User,7007.537591228659,0.0,0.0,7007.537591228659
0x74a3015832ea33bbe5ca7e4e3045ec2d6a749c8e,User,11565.623185849721,4566.307823572255,0.0,6999.315362277466
0x751f31410b481fb07ce048377b0c1aa257f58dbd,User,15072.934927898792,8078.155579531995,0.0,6994.779348366797
0xd1bc3491d5fd54089593e6c00fed85a931696bac,User,6986.423840457436,0.0,0.0,6986.423840457436
0x35ab511227f43914a921286de9685462db9f62cd,User,6861.2845099999995,0.0,0.0,6861.2845099999995
0xdcc195b41432453768ff0a34dd5891f1848517ff,User,6661.722024991043,0.0,0.0,6661.722024991043
0xa9d1e19607d4f4225fa554caab89b0234aa2a56a,User,6505.977608,0.0,0.0,6505.977608
0xe1e0bb5d2f3ab72c00681bcdee16fd847d7da210,User,6465.3986479653795,0.0,0.0,6465.3986479653795
0x7cb807060cebae3927f1a5c4f114e5a1fea645b8,User,6389.061465000001,0.0,0.0,6389.061465000001
0x9de8f7ba6b8f08ac432703b35c38c0ffeffee68b,User,8929.392148,2707.2884847309215,0.0,6222.103663269079
0x7e0e2a962fb6a6842d6d1c4973101e139ea77811,User,45193.209367,39061.220816070854,0.0,6131.988550929149
0x5154a0f270d11351f7a027b5224e27c268cb179c,User,6125.836584,0.0,0.0,6125.836584
0x2cedd498df867a112fce81211be924728e43c724,User,6060.42763817155,0.0,0.0,6060.42763817155
0xf60f773494889f18fc7eabbcd5705334bb7cc6dc,User,6014.62412062968,0.0,0.0,6014.62412062968
0x3fdd693a7e1091aa8a7ad3c0ccfea362cb488099,User,9004.37691123342,4500.453901692339,1499.848091967594,6003.771101508673
0x7a8315e5e3adcaacd873a0c9224c4dd5b79fdaff,User,6000.028864,0.0,0.0,6000.028864
0x679bcdae56edf5c847e769ca9eb82ab58c93351a,User,5927.989229000001,0.0,0.0,5927.989229000001
0x9ee4af842a1d134728b6c71cb10f05f8d17ec834,User,5807.984834265669,0.0,0.0,5807.984834265669
0xaa2b14785089902a090b44e215977a57617b0dd0,User,5771.213333079277,0.0,0.0,5771.213333079277
0xaeb9633b513d24f4d9b66e3065d29e20a335aac5,User,5731.129237098269,0.0,0.0,5731.129237098269
0xb36ff2c5199fe97fd2db362b5a12635667260b02,User,5702.897447,0.0,0.0,5702.897447
0x5a7fd23998ce9db36f3ce67545dfbc7ef7432cc4,User,10933.36332181522,5321.301325486202,0.0,5612.061996329019
0xca41a5fccf73d0793bdf8657ed4010ec40f10f2c,User,108139.074764,102739.86180532296,0.0,5399.212958677046
0x6a7758049e91dabd6f621cd9b1c81a1e7f659f27,User,5340.935283180876,0.0,0.0,5340.935283180876
0xfe7e7347e3bc819fd86ca59520194d6e8f056101,User,10018.811350478905,4700.68981659588,0.0,5318.121533883025
0x66f1ffe027fd23e3859ce673c0a66f2f29174b26,User,5239.340270717178,0.0,0.0,5239.340270717178
0x485f5df0654c8405d6124821e95f093adec1b16b,User,9823.828453023472,4594.647383705283,0.0,5229.18106931819
0xb3c28f17a7a429b835a74f3b107fe220fe8cce57,User,5210.371431,0.0,0.0,5210.371431
0xb4d1340303d89ccc48a19cdbdb5723aeceda933d,User,5175.745069177238,0.0,0.0,5175.745069177238
0x16b5dbeede1841e6e81565d089c20785796d2fe3,User,5173.773592961401,0.0,0.0,5173.773592961401
0x2c0617e7a14e488b3da78b68cbbda08e1688407b,User,5099.122589034439,0.0,0.0,5099.122589034439
0x115181e7ad39cf01fec5692fe467a01dc94c5fc4,User,13089.1922493818,8025.46393851232,0.0,5063.72831086948
0xa31322446260f58338435bd519f3a00a0d158091,User,5000.013829,0.0,0.0,5000.013829
0x9e9d474ac5074766ba8800eade513b27421ee6dd,User,5000.000322,0.0,0.0,5000.000322
0xf4e4c51f414e7e065ee114ee30a683749584a824,User,4999.977124,0.0,0.0,4999.977124
0x9125b240ec7ae477374199f6bdc2683140598631,User,4999.901811000001,0.0,0.0,4999.901811000001
0xae2d1b0fafbdc3fcdd83694895e4bfd8e1d185b9,User,6492.92241,1493.1503482097537,0.0,4999.772061790247
0x96ab52a51cd83a2756258f10576c26b2b43a44c7,User,4998.0624267982375,0.0,0.0,4998.0624267982375
0x9a88e2361db0db4b2d81fb3b8da3f9e383fb8a5c,User,4996.994198,0.0,0.0,4996.994198
0x7cc9a84b54c7bcb1490f81136b88cd2df3eb9e4b,User,4802.978650829084,0.0,0.0,4802.978650829084
0x8ccaf951c46899aa11e96435261c271c3e5ba963,User,63875.153387000006,59076.78157011559,0.0,4798.371816884413
0x7b4783fc151b0b78b8bf70177b19e135e3e03bb1,User,4639.696594901913,0.0,0.0,4639.696594901913
0x3c36f8d1a06c6c23bc40bc497d34ff2a9d0139c8,User,4623.990644,0.0,0.0,4623.990644
0xbbd6186d0c3dd3ac8abb3d9bb229942468fa9837,User,4540.247764000001,0.0,0.0,4540.247764000001
0x4b4ac0644b0080fde653374da205f25d05ea30f1,User,4539.21848439099,0.0,0.0,4539.21848439099
0x9bd29bfa6ff2cadd7726b51031445da6259ce9da,User,4514.425244,0.0,0.0,4514.425244
0xdb00ae79cd2c1c43a23958177f64469d23ccc79c,User,8694.139308,4180.49676332084,0.0,4513.64254467916
0x891a9cfcb2bdb98666b7ec870cac4213484d985c,User,4501.012580583711,0.0,0.0,4501.012580583711
0x66001fb5f11abc3a63fa276538fc76102c11f3e5,User,4500.000000880759,0.0,0.0,4500.000000880759
0xb3d642055d90280b6813eddaa2203f523ff7e964,User,4499.992714,0.0,0.0,4499.992714
0x9cea79b77c24d8a08c0a96f2c47502e17c500238,User,4405.88208243555,0.0,0.0,4405.88208243555
0xc3c1744bccfe4691e332c873f9cb99b53214e03c,User,4745.266592874797,719.0957150136538,358.98,4385.150877861143
0x64832804540016f0173697dc0ba86b4eda241359,User,7435.203744428555,3097.3248501519015,0.0,4337.878894276653
0x5d15b117d7e931403743479fafd63efde2cf0043,User,6472.687130183997,2143.218230914402,0.0,4329.468899269596
0xd015edb914ca8327abde03e1c89b478f19890e9a,User,4306.374574928672,0.0,0.0,4306.374574928672
0xe375a690c411b5a452cad44ad713b2a49ea9b03c,User,4216.020389,0.0,0.0,4216.020389
0xbfdc14909a07582609b05b27d5da9ae810c73513,User,4173.069158601029,0.0,0.0,4173.069158601029
0x924e36660060cad83cc438d0e91b0fb00c35edc6,User,4168.569687848883,0.0,0.0,4168.569687848883
0xd646f9fa4734bb9605a930fd4a57fc28881aa511,User,4116.011622788604,0.0,0.0,4116.011622788604
0x87a861426caab7caf0482e5baeffea7af9ce21bc,User,4040.628342,0.0,0.0,4040.628342
0x1b47df0dfc63ecc1e5c969a1164f4fa046c6f610,User,4013.4447700211617,0.0,0.0,4013.4447700211617
0x5bbb4891fd5da65555ae36f91dc9faf403ec9131,User,4007.5201770000003,0.0,0.0,4007.5201770000003
0x283762d3aa0d968764c7e0e44eac4f57ba532662,User,4000.976894,0.0,0.0,4000.976894
0x316ad5364b0b322352d8892420a3c32537157530,User,4000.099304,0.0,0.0,4000.099304
0xaa8294a7f84724f28ad28ab717b3168f8a96871b,User,3999.998481,0.0,0.0,3999.998481
0x38c9f9b9fbe6b9e86d178aa06ea1cf31f06c14f6,User,7799.644800365834,3799.948639723535,0.0,3999.696160642299
0xd67cc669a4517e61fb1bce28571bd20a8ab6a800,User,3973.0409955522655,0.0,0.0,3973.0409955522655
0xa441aa6426e7584fa059bf7ab4421ae48287e455,User,3814.463837,0.0,34.54714574957886,3849.0109827495785
0x676f2e8ff81e6ebec053616e59d79f3ff54bab88,User,3825.268261,0.0,0.0,3825.268261
0x7497b333895c64a56924b293e68a6468963f2a7e,User,10399.627592143337,6814.323377429789,0.0,3585.3042147135484
0x8a4629739f03030bf473e3f680dc234e56424bbf,User,3575.58409,0.0,0.0,3575.58409
0x3997e56a24890063fa89036c9c2d2b414855e16d,User,3575.154082804682,0.0,0.0,3575.154082804682
0x626b33915d38abeba2040ec0315e2c4ba6e9db9f,User,3571.549945229067,0.0,0.0,3571.549945229067
0x2b3c57e364736d52696581f089ff9f5a9c8b9425,User,3560.0150348144634,0.0,0.0,3560.0150348144634
0xde24f0e1b8aadccfab36e7d70711860606166b6d,User,14871.456838019314,11373.112577434225,0.7534527120094037,3499.0977132970984
0x9992e717677fe655c522dbc38103ca1a24862c25,User,3390.470348,0.0,0.0,3390.470348
0x6188c0deabdd7c51e1c99bc5cdae8ad43b04d201,User,3308.055607,0.0,0.0,3308.055607
0x19631315f615fb2d707ea79079021af8415c34af,User,3107.8956550000003,0.0,0.0,3107.8956550000003
0xbd2912e382ca8514bd53a5b8644d26af94a7e789,User,3104.778947,0.0,0.0,3104.778947
0x3cb84e2d48e30cf4232d003b18597fd18f3cf4e0,User,3078.6635060000003,0.0,0.0,3078.6635060000003
0x072f8b72205fd110b988140925a5dfb8a664bab6,User,3048.575976,0.0,0.0,3048.575976
0xba1b5f7a2767970f48bf540ca41a3f54a8414b4c,User,3035.24457,0.0,0.0,3035.24457
0xb6c75180279b67810eeb45e608f5de83d93393ab,User,3025.8576012119183,0.0,0.0,3025.8576012119183
0xf12bc2c94519919b1d47932bbb5fe62b2b442d09,User,3000.337060033447,0.0,0.0,3000.337060033447
0xbb711b57fb9e13d680e71da3cfb1a6cfc74ce0c8,User,3000.006859,0.0,0.0,3000.006859
0xd4575b1ce52ccc50b8086faef1d010532f98285b,User,2999.300885,2750.3542338852258,2749.946420901288,2998.8930720160624
0x41e1e14bc5012a45c2f4a59bb7617ae5dc23fe0b,User,2988.99515,0.0,0.0,2988.99515
0x7a782ce432468742d17c70c168a659aee5948f82,User,2941.287295,0.0,0.0,2941.287295
0xab46cbca0f463048a707e51c744cf5977c920317,User,2908.515231,0.0,0.0,2908.515231
0x863247a24b89d0ffee6f188b97a199cd632d6a74,User,2894.205302,0.0,0.0,2894.205302
0xf81a993a484aac208881d996d39313db146594fc,User,2789.354466,0.0,0.0,2789.354466
0xf28570694a6c9cd0494955966ae75af61abf5a07,User,55756.843262,52973.8824786767,0.0,2782.960783323302
0x2a907f5d6efa41cb0387ba5bf7641e968215637e,User,2747.163145,0.0,0.0,2747.163145
0xa22598d1592f0d3e36f1edc0e5852c64c3c8a25a,User,2729.165235,0.0,0.0,2729.165235
0xbd30a95f99aa1f904961b11b11cb12797c53f48f,User,17499.755908,14801.818517641552,0.0,2697.9373903584474
0xa5e8903251c49412e835ea341885fe56f80d2960,User,19368.48755890748,16710.010359944903,0.0,2658.477198962577
0x7ceaaddcff77ac786c893109cd8f3d3b0c875f53,User,2601.506689,0.0,0.0,2601.506689
0xfa7dedac6e8141d6136a4ebf3609ab465dc1330c,User,2585.7316134090493,0.0,0.0,2585.7316134090493
0xea8261abb433f9460da8d53b9f27698114bfecb0,User,3073.025233387046,500.0355894808747,0.0,2572.9896439061713
0x4b48c9f1e33c0a3d81bbb540ae7ecb54a36f286f,User,2539.9132059999997,0.0,0.0,2539.9132059999997
0xa4dde78906b73133296d43f23ca4b41009059123,User,2530.9034516548186,0.0,0.0,2530.9034516548186
0x1decb2d6eabccfc4410b599370d15bf0e106f5c4,User,2524.288338,0.0,0.0,2524.288338
0xbe40d492035022516085de3a51e435d065231d93,User,2505.696119000949,0.0,0.0,2505.696119000949
0xd9fc49c3d6b494d904b05a9d7fb5f01abbed587e,User,2503.255934568154,0.0,0.0,2503.255934568154
0xc7bb598fac294e710c42cbf727c779227d5673d1,User,8075.960410847398,5573.710934817249,0.0,2502.249476030149
0xab7e73662a6f233c1cac5a0709012c21c93cb951,User,2500.611282,0.0,0.0,2500.611282
0xf58cc36d5dc912729a162f686c73f4314ac17ac5,User,2500.030416,0.0,0.0,2500.030416
0x5523f3565ee45a3d9a6245f2a65b1b7cdc3e9f21,User,2499.950212,0.0,0.0,2499.950212
0xcdd0550d713b06411c7f7578ed4e41a77189f4a7,User,2476.0181148736656,0.0,0.0,2476.0181148736656
0x85a77f4bf3bf8a4696c0d929c86520913004b49a,User,2468.348931,0.0,0.0,2468.348931
0xb502eb53950aec1cc17eb542fcdb685061a990c6,User,2430.3832745544396,0.0,0.0,2430.3832745544396
0x3be4d16e39903e13fbcecef3c2f734b779867b47,User,2390.0952117806546,0.0,0.0,2390.0952117806546
0x0c4fcee37b1cbcca6b794ae3322735d6f41b74ad,User,2386.478624,0.0,0.0,2386.478624
0xae1904f14579a0ad858c890b599cca2ba958c2f9,User,2384.974499690906,0.0,0.0,2384.974499690906
0x5cf57fd8c76c85fd1cb3826d8589ad2d84f52835,User,2377.753127,0.0,0.0,2377.753127
0x79f20a83ac210c9ee83238a2aff9ce1c2b8088f4,User,2368.321901682217,0.0,0.0,2368.321901682217
0x49ad20c29211e89bf576a97f06eb3fde3747a786,User,2350.375786,0.0,0.0,2350.375786
0x72451e9c64f3ca527a363ebafbf7b907b85770a4,User,4102.816366999999,1780.1050682925254,0.0,2322.7112987074743
0xd43324eb6f31f86e361b48185797b339242f95f4,User,2312.566245,0.0,0.0,2312.566245
0xa6e0181ed17af255d882d07b693e33c113f89bf2,User,2291.6219011593266,0.0,0.0,2291.6219011593266
0x2feec3a0214c145250d2bdec6773c14678079f1a,User,2268.797408,0.0,0.0,2268.797408
0x6f0de99ed58c9405e6c427a5652a904a9452a05c,User,2225.175354,0.0,1.1689649636048212,2226.3443189636046
0x08af2be6e1e92d6f612106dffff474bb1b482e79,User,7316.2561430000005,5105.432455062068,0.0,2210.823687937933
0x91d659a359348d4a17a726e822a17d7b01499d86,User,2166.1985563551857,0.0,0.0,2166.1985563551857
0x04cfd6c6e277b0166bb2cc8d7ae37dff18bf06e5,User,3661.9407030487528,1550.1711939762656,0.523374342591235,2112.292883415078
0x870f3d95001092897b9ce31e671811eb900782c6,User,2093.7841623943546,0.0,0.0,2093.7841623943546
0x9ad00833b275eb5ae0628599613c4708f9cf38aa,User,2090.033703,0.0,0.0,2090.033703
0x0aeb95570807a8ee11cb0f8ee4362e8487f4fd6a,User,2088.2185538181134,0.0,0.0,2088.2185538181134
0xa101aa3eeed37700214ef706104eb127a84414dc,User,2073.23728,0.0,0.0,2073.23728
0xa73018c8c64d8b58f692da632255c8ac907c8d58,User,4443.562750454925,2380.2178778330476,0.0,2063.344872621877
0xdfdfdb3711c7f902c1d099f9a8ecdcbaba4607dc,User,2021.075288,0.0,0.0,2021.075288
0x91940163d2d55c391c355b297ee0beffe7a5fc07,User,2014.272743,0.0,0.0,2014.272743
0x749b68511ee4c636682649e2c3d9838de72f7893,User,2009.099630725772,0.0,0.0,2009.099630725772
0x0b1ca338bbf6d446930c1c87ca3defe7f8395297,User,2006.6548819999998,0.0,0.0,2006.6548819999998
0x8d04f6cab4b1bfa0d30d3b6eea1c76a0b2dbad91,User,2004.968832,0.0,0.0,2004.968832
0x6ee78039459048e3c29eb35b3dd02ba3fe9de768,User,2000.0042779999999,0.0,0.0,2000.0042779999999
0x173d4ebfc61cad679ed416a1a7077a1f944d26de,User,1999.995768,0.0,0.0,1999.995768
0xf43257df6b2066c866ceee61218ee1ee50d3be6f,User,1999.9956210000005,0.0,0.0,1999.9956210000005
0x4980a87acb8b33029df8479b4bc8ddae1283a548,User,3787.663812111341,1788.0920721073685,0.0,1999.5717400039725
0xbaeb80e3465c6830c26b7bc3c25a0318b613b4bb,User,11573.354741000001,9573.78496033858,0.0,1999.5697806614207
0x0b2b93c8a18e3aaef1ff106613c3c222714388c6,User,1998.8273173758294,0.0,0.0,1998.8273173758294
0x9708c0f84ba32f0038d70fa6d39602caf42d1f02,User,1998.001235905448,0.0,0.0,1998.001235905448
0x9b108654d8c5f1478fa5260a802b41a58d4eccb8,User,1989.7792510000002,0.0,0.0,1989.7792510000002
0x977a79e38036d2b05a5ed9582fffaa934f528260,User,11999.809275,10010.26601050877,0.0,1989.543264491229
0x6d3ba64f3a14d530102d0e9aa83e684a3014387f,User,1987.2,0.0,0.0,1987.2
0x7f9786797e8d30711c045fa1266600a8f647138c,User,1976.2636933387112,0.0,0.0,1976.2636933387112
0x0ec3009f238cfff1120286261dd5c07259644a32,User,1962.449888,0.0,0.0,1962.449888
0x653d48b5e39dfbd9cc267aa4fb4707d49d4006c9,User,1962.038392,0.0,0.0,1962.038392
0x3256ac9136e301da541f9c1d7be7b5f0bc536b2c,User,1948.9864551851329,0.0,0.0,1948.9864551851329
0x1a37f53b659efa00a0342c5d0fb4a368f35b9ae9,User,1947.823804,0.0,0.0,1947.823804
0xa2d5b669ad36a0c688fe2f4c07198aef580c4f93,User,1926.390138,0.0,0.0,1926.390138
0xe10788f710943a2ac3f7fad9ad2589048632fbd1,User,1914.8235837635548,0.0,0.0,1914.8235837635548
0xd7afe709e74d91ba14ff0057ade6c516c1913059,User,1902.487365479105,0.0,0.0,1902.487365479105
0xf87975018888a3b3992d9069947bda895ee04d1d,User,1893.542014455771,0.0,0.0,1893.542014455771
